;;;; ;;;;;;;;;;;;;;;;; ONCOPROD RS ; ONCOPROD SP ; ONCOPROD PE ; NORPROD CE ; HOSPLOG DF ;;;; ONCOPROD ES ;;;; Preço Fabrica ;;;;; PMC ;;;;;
110780;31/10/2019;0,02;0,04;ARIXTRA 2,5MG INJ 02 SER 0,6ML;FONDAPARINUX SÓDICO;ASPEN PHARMA;3004.90.99;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;ES;RJ - ATENDER PELO ONCOPROD SP;7,89586E+12;3;0,0323;32,8;32,8;33,32;0;32,87;32,87;33,09;33,32;37,75;37,75;38,19;37,97;30,61;36,88;37,1;37,33;38,26;42,32;50,98;51,29;51,61;52,89;Prevenir que coágulos, tratar trombose venosa profunda e angina instável
110779;31/10/2019;0,02;0,04;ARIXTRA 7,5MG INJ 02 SER 0,6ML;FONDAPARINUX SÓDICO;ASPEN PHARMA;3004.90.99;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;ES;RJ - ATENDER PELO ONCOPROD SP;7,89586E+12;3;0,0323;80,15;80,15;79,18;0;80,33;80,33;80,33;81,41;79,18;0;0;0;74,8004;90,12;90,67;91,22;93,5;103,41;124,59;125,35;126,11;129,26;Prevenir que coágulos, tratar trombose venosa profunda e angina instável
1628;01/10/2019;0,02;0,06;AROMASIN 25 MG C/30 CPS;EXEMESTANO ;PFIZER/WYETH;3004.39.94;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89127E+12;2;0,0422;498,0460281;0;494,9797613;0;489,0161497;489,0161497;491,9798839;494,9797613;516,8011907;491,52;496,8022083;507,7401698;650,342;783,54;788,29;793,1;812,92;899,0562;1083,2;1089,765091;1096,41;1123,81;Tratamento adjuvante contra câncer de mama, pós-menopausa
4481;01/10/2019;0,02;0,04;ARZERRA 20MG/ML SOL INJ C/ 3FA X 5ML;OFATUMUMABE ;NOVARTIS;3002.10.39;NEGATIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;7,89626E+12;INFO PENDENTE;INFO PENDENTE;2945,95853;0;2942,025407;0;2906,579317;2906,579317;2924,194949;2942,025407;3033,095207;2884,650402;2915,721604;2979,916268;2575,7922;3097,64;3119,27;3141,21;3232,15;0;0;0;0;0;Tratamento de leucemia linfocítica crônica
4480;01/10/2019;0,02;0,04;ARZERRA 20MG/ML SOL INJ C/ FA X 50ML;OFATUMUMABE ;NOVARTIS;3002.10.39;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;7,89626E+12;INFO PENDENTE;INFO PENDENTE;9819,881296;0;9806,754446;0;9688,600778;9688,600778;9747,319571;9806,754446;10110,32074;9615,50456;9719,075268;9933,057551;8585,9904;10325,47;10397,58;10470,72;10773,87;0;0;0;0;0;Tratamento de leucemia linfocítica crônica
100364;04/11/2019;PRODUTO NOVO ;PRODUTO NOVO ;ATENSINA 0,10MG C/30 COMP;CLONIDINA , CLORIDRATO DE;BOEHRINGER;3004.90.69;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89603E+12;INFO PENDENTE;INFO PENDENTE;0;0;0;0;0;0;0;0;0;0;0;0;4,5428;5,47;5,51;5,54;5,68;0;0;0;0;0;Tratamento da pressão alta
1219;11/04/2019;TABELA;TABELA;ATRED 100 MG CX C/ 1 FR. AMP.;PEMETREXEDEDISSHEMIPENTAIDRA ;LIBBS;3004.90.68;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89609E+12;1;0,0521;191,81;191,81;191,81;191,81;191,81;191,81;191,81;191,81;191,81;191,81;191,81;191,81;1227,6712;1479,12;1488,09;1497,16;1534,59;0;0;0;0;0;Câncer de pulmão, sem possibilidade de cirurgia 
1220;11/04/2019;TABELA;TABELA;ATRED 500 MG CX C/ 1 FR. AMP.;PEMETREXEDEDISSHEMIPENTAIDRA ;LIBBS;3004.90.68;POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89609E+12;1;0,0521;959,04;959,04;959,04;959,04;959,04;959,04;959,04;959,04;959,04;959,04;959,04;959,04;6138,4052;7395,67;7440,49;7485,86;7673,01;0;0;0;0;0;Câncer de pulmão, sem possibilidade de cirurgia 
110040;08/01/2020;FÁBRICA;FÁBRICA;AUBAGIO 14 MG C 30 COMP C1;TERIFLUNOMIDA;SANOFI/GENZYME;3004.90.49;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;;7,89833E+12;2;0,0422;0;0;0;0;0;0;0;0;0;0;0;0;4798,05;5770,12;5810,42;5851,29;6020,7;0;0;0;0;0;Tratamento de pacientes com as formas recorrentes de esclerose múltipla
400;01/10/2019;0,03;0,05;AVALOX  400 MG  CX. C/ 1 BOLSA PLASTICA DE 250 ML (ANTIB.);MOXIFLOXACINO, CLORETO DE ;BAYER;3004.90.39;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89111E+12;2;0,0422;131,0807445;0;133,1458037;0;131,3705263;131,3705263;132,2522077;133,1458037;129,4999214;130,4327513;131,9701481;135,1562937;152,4052;183,62;184,73;185,86;190,51;210,6908;253,84;255,3827879;256,94;263,37;Infecções vias respiratórias, pneumonia e inflamações da pele 
1404;01/10/2019;0,03;0,05;AVALOX 400MG CX. C/ 7 CP. REVEST. (ANTIB.);MOXIFLOXACINO, CLORETO DE ;BAYER;3004.90.39;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89111E+12;2;0,0422;174,68;174,68;162,54;0;175;175;177,44;174,68;172,58;172,58;174,68;180,11;147,8542;178,14;179,22;180,31;184,82;204,4014;246,27;247,7592727;249,27;255,5;Infecções vias respiratórias, bronquite, pneumonia, sinusite e inflamações da pele 
67;01/10/2019;0,04;0,12;AVASTIN 100 MG/4 ML - FR AMP. SOL.INJ.;BEVACIZUMABE ;ROCHE;3002.15.20;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;NÃO PODEMOS DAR MAIS DESC DO QUE TEMOS (6%);7,89623E+12;2;0,0422;1493,07;1493,07;1493,07;1493,07;1493,07;1622,91;1493,07;1493,07;1493,07;1493,07;1493,07;1493,07;1397,772;1684,06;1694,27;1704,6;1747,22;0;0;0;0;0;Câncer de pulmão de pacientes com carcinoma metastático do cólon ou do reto
68;01/10/2019;0,04;0,12;AVASTIN 400 MG/16 ML - FR AMP. SOL.INJ.;BEVACIZUMABE ;ROCHE;3004.90.99;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;NÃO PODEMOS DAR MAIS DESC DO QUE TEMOS (6%);7,89623E+12;2;0,0422;5781;5781;5781;5781;5781;6283,7;5781;5781;5781;5781;5781;5781;5412;6520,48;6560;6600;6765;0;0;0;0;0;Câncer de pulmão de pacientes com carcinoma metastático do cólon ou do reto
1115;01/10/2019;FÁBRICA;FÁBRICA;AVONEX 30 MCG SOL. INJ. C/4 SP X 0,5 ML+AGULHAS+CAPA PROT.;BETAINTERFERONA ;BIOGEN;3002.10.36;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;ATENDER TODO O BRASIL;7,89893E+12;3;0,0323;5608,65;0;5608,65;0;5541,07;5541,07;5574,658182;5608,65;5541,07;5541,07;5608,65;5748,85;4599,09;5541,08;5574,66;5608,65;5748,87;6357,9684;7660,2;7706,628364;7753,62;7947,433379;Progressão de Esclerose Múltipla
306211;07/10/2019;FÁBRICA ONERADO;FÁBRICA ONERADO;AZACITIDINA 100MG 1AMP;AZACITIDINA ;UNITED MEDICAL;3004.90.79;NEGATIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;GO;NÃO PODEMOS PERDER VENDA! COBRIR ATÉ 970,00 MENOR, PRECISA CONSULTAR A SUPER Para SP e MG, Utilizar ICMS 12% VALOR 1.061,40;7,89805E+12;1;0,0521;1150,97;1061,4;1150,97;1150,97;1135;1135;1142,93;1150,97;1135;1135;1150,97;1184,29;918,49;1135;1142,93;1150,97;1184,29;0;0;0;0;0;Tratamento para Síndrome Mielodisplásica dos subtipos anemia refratária
101944;13/12/2019;PRODUTO NOVO ;PRODUTO NOVO ;AZORGA SUSP OFTAL 5ML;MALEATO TIMOLOL + BRINZOLAMIDA;NOVARTIS;3004.90.79;NEGATIVA ;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89655E+12;INFO PENDENTE;INFO PENDENTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Redução da pressão intraocular (PIO).
3001;01/10/2019;0,03;0,05;BARACLUDE 0,5MG C/30 CP;ENTECAVIR ;BRISTOL;3004.90.79;POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;ATENDER TODO O BRASIL;7,89602E+12;3;0,0323;878,33;878,35;866,94;0;856,5;856,5;861,69;866,94;860,86;860,86;870,14;889,29;778,303;937,71;943,39;949,15;972,87;1075,9548;1296,32;1304,187636;1312,14;1344,93;Tratamento de infecção crônica pelo vírus da hepatite B
110347;01/10/2019;0,04;0,05;BAVENCIO 200MG INJ C/1 AMP;AVELUMABE ;MERCK S/A;3002.15.90.LN;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;LANÇAMENTO ;7,89172E+12;3;0,0323;5388,768133;0;5381,566624;0;5316,728472;5316,728472;5348,951069;5381,566624;5548,152011;5276,616077;5333,451666;5450,876845;4763,9376;5729,09;5769,1;5809,68;5977,88;0;0;0;0;0;Trata um tipo raro de câncer de pele quando é metastático
1395;01/10/2019;0,03;0,04;BENLYSTA 120MG PÓ LIOF. INJ. FA. 5ML;BELIMUMABE ;GLAXO;3004.90.99;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;;7,89602E+12;3;0,0323;657,6355787;0;657,0867632;0;649,1700552;649,1700552;653,1044192;657,0867632;677,4267997;644,2723874;651,2119866;665,5495468;568,9652;684,57;689,18;693,86;713,23;764,6582;920,34;926,8584242;932,51;957,85;Terapia adjuvante com lúpus eritematoso sistêmico
1394;01/10/2019;0,03;0,04;BENLYSTA 400MG PÓ LIOF. INJ. FA. 20ML;BELIMUMABE ;GLAXO;3004.90.99;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;;7,89602E+12;3;0,0323;2209,17;2209,17;2190,37;0;2163,98;2163,98;2177,09;2190,37;2147,55;2147,55;2170,78;2218,58;1896,537;2281,87;2297,25;2312,85;2377,42;2548,8634;3067,8;3089,531394;3108,37;3192,83;Terapia adjuvante com lúpus eritematoso sistêmico
4442;01/10/2019;0,04;0,05;BERIPLEX P/N 6 G PÓ LIOF INJ CT FA VD INC + FA VD INC DIL X 200 ML + EQP INFUS;PROTEÍNA S+PROTEÍNA C+FATOR II ;CSL BEHRING;3002.15.90;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;;7,8975E+12;3;0,0323;1021,965721;0;1076,447754;0;1063,478503;1063,478503;1069,923828;1076,447754;1123,903408;1068,897676;1080,411007;1104,198127;1107,7544;1334,64;1342,73;1350,92;1384,69;0;0;0;0;0;Tratamento de hemorragias (sangramento)
110843;21/01/2020;FÁBRICA;FÁBRICA;BESPONSA 1 MG PO LIOF SOL INJ CT FA VD AMB;INOTUZUMABE OZOGAMICINA ;PFIZER/WYETH;3002.15.90;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;;7,89105E+12;3;0,0323;58560,05;58560,05;58560,05;0;57747,7;57747,7;58151,01;58560,05;57747,7;57747,7;58560,05;60255,48;48019,241;57747,7;58151,01;58560,05;60255,48;0;57747,7;58151,01;0;0;Leucemia linfoblástica aguda
302994;07/10/2019;0,02;0,05;BICALUTAMIDA 50MG C/30 COMP;BICALUTAMIDA ;EUROFARMA;3004.90.59;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;;7,89132E+12;3;0,0323;58,29;58,29;58,29;58,29;58,29;61,36;58,29;58,29;58,29;58,29;58,29;58,29;481,51;580,14;583,65;587,21;601,89;665,66;802,01;806,86;811,78;832,08;Câncer de próstata metastático
110387;01/10/2019;0,02;0,05;BIOMATROP 4UI C/1 CAMP+DIL C5;SOMATROPINA ;ACHE/BIOSINTETICA;3004.39.11;POSITIVA;OUTROS;REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89618E+12;INFO PENDENTE;INFO PENDENTE;25,032591;0;24,87804878;0;24,57831325;24,57831325;24,72727273;24,87804878;25,97477616;24,70352672;24,96961382;25,51936314;152,848;184,15;185,27;186,4;191,06;211,3058;254,58;256,1282424;257,69;264,13;Tratamento de deficiências de crescimento
569;01/10/2019;0,03;0,04;BIOVIR 300 MG/150 MG C/ 60 CAPS. ;LAMIVUDINA ;GLAXO;3004.90.79;POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO;SIM;IMPORTADO;RJ;;7,89602E+12;3;0,0323;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;742,2475;0;0;0;0;0;838,36;838,36;838,36;838,36;838,36;Tratamento de infecções causadas por HIV em pacientes que pesam pelo menos 14kg
109745;01/10/2019;FÁBRICA;FÁBRICA;BLINCYTO 38,5MCG C/1 AMP 10ML;BLINATUMOMABE ;AMGEM/BERGAMO;3002.15.90;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;VENDA SOMENTE A PREÇO FÁBRICA;7,89861E+12;3;0,0323;10794,12;0;10794,12;0;10644,38;10644,38;10728,70109;10794,12;10644,38;10644,38;10794,12;11106,62;8851,1784;10644,38;10718,72;10794,12;11106,63;0;0;0;0;0;Leucemia linfoblástica aguda
1689;01/10/2019;0,03;0,05;BONEFOS 60 MG C/5 AMP.DE 5ML;DISSODICO, CLODRONATO DE ;BAYER;3004.90.58;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;;7,89111E+12;INFO PENDENTE;INFO PENDENTE;302,4884211;302,4884211;302,4884211;302,4884211;302,4884211;318,4088643;302,4884211;302,4884211;302,4884211;302,4884211;302,4884211;302,4884211;428,3;516,03;519,15;522,32;535,38;567,52;567,52;567,52;567,52;567,52;Tratamento de distúrbios ósseos decorrentes de doenças malignas, inibindo a destruição óssea anormal
415;01/10/2019;0,02;0,04;BONVIVA  150 MG   CX. C/ 1 CPS.;IBANDRONATO DE SODIO ;BAGO;3004.90.59;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;ES;;7,89861E+12;2;0,0422;174,2348831;0;174,2347561;0;172,1355422;172,1355422;173,1787879;174,2347561;172,1358333;179,62;181,81;189,4934317;0;0;0;0;0;206,0988;248,31;249,8167273;251,34;257,63;Tratamento da osteoporose, pós-menopausa
351;01/10/2019;0,02;FÁBRICA;BONVIVA  3 MG / 3 ML SER. PREENCH. SOL. INJ.;IBANDRONATO DE SODIO ;ROCHE;3004.90.59;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;GO;;7,89623E+12;2;0,0422;368;0;368;0;363,57;363,57;365,769697;368;363,57;363,57;368;377,2;314,8226;379,3;381,6;383,93;393,53;417,1668;502,61;505,6567273;508,74;521,46;Tratamento da osteoporose, pós-menopausa
3419;01/10/2019;0,04;0,05;BORTEZOMIBE 3,5MG PO LIOF. INJ. C/ 1 FA;BORTEZOMIBE ;SANDOZ;3004.90.68;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;PODEMOS ATENDER SOMENTE SP, MS, MT, TRIANGULO MINEIRO.;7,89857E+12;3;0,0323;1124,05;1124,05;1124,05;1124,05;1124,05;1183,21;1124,05;1124,05;1124,05;1124,05;1124,05;1124,05;2321,3954;2796,86;2813,81;2830,97;2901,74;0;0;0;0;0;Câncer de plasmócitos
306218;19/08/2019;VERIFICAR COM LABORATÓRIO ;VERIFICAR COM LABORATÓRIO ;BORTEZOMIBE 3,5MG PO SOL INJ DRR;BORTEZOMIBE ;DR. REDDY'S;3004.49.90;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;PRECISAMOS VERIFICAR COM MOURA SE PODEMOS VENDER E QUAL DESCONTO UTILIZAR - MOURA  11.94556.5840 - VALOR MERCO SUL - 1200,00;8,90115E+12;3;0,0323;0;0;0;0;0;0;0;0;0;0;0;0;2321,3;2796,75;2813,7;2830,86;2901,63;0;0;0;0;0;Câncer de plasmócitos (uma célula agranulócita)
1202;01/10/2019;FÁBRICA;FÁBRICA;BOSENTANA 125 MG C/ 60 COMPRIMIDOS;BORTEZOMIBE ;JANSSEN;3004.90.79;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;RJ;VENDA CASADA, LABORATÓRIO SOLICITA A RECEITA MEDICA;7,64011E+12;INFO PENDENTE;INFO PENDENTE;3572,87;3572,87;3572,87;0;3529,82;3529,82;3551,216242;3572,87;3529,82;3529,82;3572,87;3662,19;2929,7534;3529,82;3551,21;3572,87;3662,19;4050,226;4879,78;4909,364848;4939,3;5062,78;Tratamento da hipertensão arterial pulmonar
1201;01/10/2019;FÁBRICA;FÁBRICA;BOSENTANA 62,5 MG C/ 60 COMPRIMIDOS;BOSENTANA MONOIDRATADA ;JANSSEN;3004.90.79;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;RJ;VENDA CASADA, LABORATÓRIO SOLICITA A RECEITA MEDICA;7,64011E+12;INFO PENDENTE;INFO PENDENTE;1786,43;1786,43;1786,43;0;1764,91;1764,91;1775,603152;1786,43;1764,91;1764,91;1786,43;1831,09;1464,8726;1764,91;1775,6;1786,43;1831,09;2025,1212;2439,9;2454,692364;2469,66;2531,4;Tratamento da hipertensão arterial pulmonar
1104;01/10/2019;0,02;0,04;BRIDION 100 MG/ML SOL. INJ. CX C/ 10 FA C/ 2 ML;SUGAMADEX SODICO ;MSD/SCHERING;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;GO;;7,89757E+12;3;0,0323;3263,89;3263,89;3315,29;0;3271,08;3271,08;3293,04;3315,29;3247,73;3247,73;3286,02;3365,35;2762,621;3328,46;3348,63;3369,05;3453,28;0;0;0;0;0;Acelerar a recuperação dos músculos após uma cirurgia
1114;01/10/2019;0,04;0,05;BUSILVEX 6 MG/ML SOL. INJ. CX C/ 8 FA C/ 10 ML.;BUSSULFANO ;PIERRE FABRE;3004.90.95;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;RJ;;7,89629E+12;3;0,0323;6478,21;6478,21;6478,21;6478,21;6478,21;6819,168421;6478,21;6478,21;6478,21;6478,21;6478,21;6478,21;6478,2;7805,07;7852,37;7900,25;8097,76;0;0;0;0;0;Tratamento prévio ao transplante de medula óssea ou de células progenitoras hematopoiéticas
306217;19/08/2019;VERIFICAR COM LABORATÓRIO ;VERIFICAR COM LABORATÓRIO ;CABAZITAXEL 60MG SL INJ 1,5MLDR/R;CABAZITAXEL ;DR. REDDY'S;3004.90.49;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;PRECISAMOS VERIFICAR COM MOURA SE PODEMOS VENDER E QUAL DESCONTO UTILIZAR - MOURA  11.94556.5840 - VALOR MERCO SUL - 7700,00;8,90115E+12;INFO PENDENTE;INFO PENDENTE;0;0;0;0;0;0;0;0;0;0;0;0;9564,9884;11524,08;11593,92;11664,62;11956,23;0;0;0;0;0;Câncer de próstata metastático
110604;01/10/2019;FÁBRICA;FÁBRICA;CABOMETYX 20MG 30CP;LEVOMALATO DE CABOZANTINIBE ;IPSEN;3004.90.94;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SC;VENDA  DEVE SER AUTORIZADO PELO LABORATORIO - CONTATO LEONARDO MOZER - ATENÇÃO / PREÇO UNIMED TRAVADO;7,89893E+12;2;0,0422;0;0;0;0;0;0;0;0;0;0;0;0;13006,9466;15642,09;15751,33;15862,13;16321,37;0;14992,9;15097,61;0;0;Câncer dos rins
110605;01/10/2019;FÁBRICA;FÁBRICA;CABOMETYX 40MG 30CP;LEVOMALATO DE CABOZANTINIBE ;IPSEN;3004.90.94;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SC;VENDA  DEVE SER AUTORIZADO PELO LABORATORIO - CONTATO LEONARDO MOZER - ATENÇÃO / PREÇO UNIMED TRAVADO;7,89893E+12;2;0,0422;0;0;0;0;0;0;0;0;0;0;0;0;26013,9014;31284,19;31502,68;31724,27;32642,75;0;29985,81;30195,22;0;0;Câncer dos rins
110606;01/10/2019;FÁBRICA;FÁBRICA;CABOMETYX 60MG 30CP;LEVOMALATO DE CABOZANTINIBE ;IPSEN;3004.90.94;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SC;VENDA  DEVE SER AUTORIZADO PELO LABORATORIO - CONTATO LEONARDO MOZER - ATENÇÃO / PREÇO UNIMED TRAVADO;7,89893E+12;2;0,0422;33772;33772;33772;0;33303,51;33303,51;33536,1;33772;33303,51;33303,51;33772;34749,77;27693,04;33303,51;33536,1;33772;34749,77;0;31921,32;32144,25;0;0;Câncer dos rins
110670;01/10/2019;0,03;FÁBRICA;CALQUENCE CAP 100MG BL 10X6 EA;ACALABRUTINIBE ;ASTRAZENECA;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;5,00046E+12;2;0,0422;51496,88;0;51496,88;0;50782,52;50782,52;51184,7777;51496,88;50782,52;50782,52;51496,88;52987,82;42227,4416;50782,52;51137,17;51496,88;52987,82;67689,27;50782,52;51184,7777;68609,72;70528,55;Tratamento para linfoma de células do manto, uso após um tratamento anterior
1304;01/10/2019;0,02;0,05;CAMPTOSAR 100 MG  FR.AMP.5ML;IRINOTECANO, CLORIDRATO DE ;PFIZER/WYETH;3004.40.90;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7,89127E+12;3;0,0323;973;973;973;973;973;1118,39;973;973;973;973;973;973;1650,63;1988,72;2000,77;2012,97;2063,29;0;0;0;0;0;Câncer de cólon, reto, útero, ovário, mama ou células escamosas da pele
1750;01/10/2019;0,02;0,05;CAMPTOSAR 40 MG  FR.AMP.2ML;IRINOTECANO, CLORIDRATO DE ;PFIZER/WYETH;3004.40.90;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7,89127E+12;3;0,0323;393,81;393,81;393,81;393,81;393,81;452,65;393,81;393,81;393,81;393,81;393,81;393,81;668,07;804,91;809,79;814,73;835,1;0;0;0;0;0;Câncer de cólon, reto, útero, ovário, mama ou células escamosas da pele
3014;01/10/2019;0,04;0,05;CANCIDAS 50MG C/1 AMP;CASPOFUNGINA, ACETATO DE ;MSD/SCHERING;3004.90.69;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;GO;;7,89734E+12;1;0,0521;710,95;710,95;722,14;0;712,51;712,51;717,29;722,14;702,43;702,43;715,76;733,04;2637,16;3177,31;3196,57;3216,06;3296,46;0;0;0;0;0;Infecção fúngica grave (candidíase) ou Infecções fúngicas da boca, da garganta e do esôfago
3015;01/10/2019;0,04;0,05;CANCIDAS 70MG C/1 AMP.;CASPOFUNGINA, ACETATO DE ;MSD/SCHERING;3004.90.69;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;GO;;7,89734E+12;1;0,0521;915,8136072;0;930,2459459;0;917,8426667;917,8426667;924,0026846;930,2459459;904,7737628;911,2911414;922,0324326;944,2929935;3397,219;4093,04;4117,84;4142,95;4246,52;0;0;0;0;0;Infecção fúngica grave (candidíase) e ou Infecções fúngicas da boca, da garganta e do esôfago
110073;06/01/2020;FÁBRICA;FÁBRICA;CAPRELSA 300MG C 30 COMP;VANDETANIBE ;SANOFI/GENZYME;3004.90.69 ;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;;7,89833E+12;2;0,0422;20614,74;20614,74;20614,74;0;20366,37;20366,37;20489,79;20614,74;20366,37;20366,37;20614,74;21130,11;16904,08;20366,37;20489,79;20614,74;21130,11;0;0;0;0;0;Tratamento de pacientes com câncer medular de tireoide localmente avançado irressecável
