00687;20/06/2018;4%;Fábrica;ALIMTA 100MG FR.;PEMETREXEDE DISS.;ELI LILLY;3004.90.68;POSITIVA;;;SIM;CONVENIO 118;SIM;NACIONAL;;SEMPRE VERIFICAR A O.L DO CLIENTE ;7896382706295;2;2,47%; R$ 1.197,69 ; R$ 1.197,69 ; R$ 1.197,69 ; R$ 1.197,69 ; R$ -   ; R$ 1.197,69 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 1.197,69 ; R$ 1.443,00 ; R$ 1.451,75 ; R$ 1.460,60 ; R$ 1.497,12 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Mesotelioma pleural maligno, Cancro do Pulmão de não-pequenas células ;;
02081;20/06/2018;4%;Fábrica;ALIMTA 500MG FR.;PEMETREXEDE DISS.;ELI LILLY;3004.90.68;POSITIVA;;;SIM;CONVENIO 118;SIM;IMPORTADO;;SEMPRE VERIFICAR A O.L DO CLIENTE ;7896382705366;2;2,47%; R$ 5.988,52 ; R$ 5.988,52 ; R$ 5.988,52 ; R$ 5.988,52 ; R$ -   ; R$ 5.988,52 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 5.988,52 ; R$ 7.215,08 ; R$ 7.258,81 ; R$ 7.303,07 ; R$ 7.485,65 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Mesotelioma pleural maligno, Cancro do Pulmão de não-pequenas células ;;
01585;01/06/2018;Fábrica;Fábrica;ALKERAN 2 MG C/25 CPS;MELFALANO;ASPEN PHARMA;3004.90.38;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7896269901027;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 42,45 ; R$ -   ; R$ 42,71 ; R$ 42,97 ; R$ 44,04 ; R$ 42,45 ; R$ 42,45 ; R$ 42,71 ; R$ 42,97 ; R$ 44,04 ; R$ -   ; R$ 42,45 ; R$ 42,71 ; R$ 42,97 ; R$ 44,04 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Trat.  melanoma maligno localizado nas extremidades,  sarcoma de tecidos moles localizados nas extremidades;;
01584;01/06/2018;Fábrica;Fábrica;ALKERAN 50 MG FR.AMP+DIL.;MELFALANO;ASPEN PHARMA;3004.90.38;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;NÃO;NACIONAL;;PEDIR PARA O CLIENTE LIGAR NO SAC DA ASPEN;7896269901034;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 152,90 ; R$ -   ; R$ 153,90 ; R$ 154,83 ; R$ 158,71 ; R$ 152,90 ; R$ 152,90 ; R$ 153,90 ; R$ 154,83 ; R$ 158,71 ; R$ -   ; R$ 152,90 ; R$ 153,90 ; R$ 154,83 ; R$ 158,71 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Trat.  melanoma maligno localizado nas extremidades,  sarcoma de tecidos moles localizados nas extremidades;;
00900;04/04/2018;3%;4,00%;AMBISOME 50 MG PÓ LIOF. INJ. CX C/ 10 FA;ANFOTERICINA B;UNITED MEDICAL;3004.20.95;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;NÃO;NACIONAL;GO;PEDENDENDO DA QUANT, PODEMOS FAZER OL, FALAR COM RENATA/ DENYSE;356146045505;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 16.301,00 ; R$ -   ; R$ 16.379,80 ; R$ 16.458,55 ; R$ 16.781,27 ; R$ 16.498,21 ; R$ 16.445,58 ; R$ 16.515,40 ; R$ 16.585,81 ; R$ 16.498,21 ; R$ -   ; R$ 17.704,10 ; R$ 17.811,39 ; R$ 17.920,00 ; R$ 18.368,00 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;AG ANTIFÚNGICO - infecção grave por candida ;;
04499;11/06/2018;4%;Fábrica;ANAFRANIL 25MG CX C/20 DRAGEAS (C1);CLOMIPRAMINA, CLORIDRATO DE;NOVARTIS;;POSITIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;;NACIONAL;;COMPRADO PARA BP;7896261000018;;;;;;; R$ 28,95 ;; R$ 29,12 ; R$ 29,30 ; R$ 30,03 ; R$ -   ; R$ 28,95 ; R$ 29,12 ; R$ 29,30 ; R$ 30,03 ; R$ 24,03 ; R$ 28,95 ; R$ 29,12 ; R$ 29,30 ; R$ 30,03 ; R$ 33,22 ; R$ 40,02 ; R$ 40,26 ; R$ 40,51 ; R$ 41,51 ;É indicado para tratar a depressão e distúrbios do humor, estados de pânico e fobias, cataplexia, narcolepsia;;
01344;03/04/2018;TABELA;7,40%;ANASTROLIBBS 1MG C/ 30 COMPR. REV.;ANASTROZOL;LIBBS;3004.90.69;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Não;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208131;2;2,47%; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 43,07 ; R$ 560,35 ; R$ 675,13 ; R$ 679,22 ; R$ 683,36 ; R$ 700,44 ; R$ 774,66 ; R$ 933,33 ; R$ 938,98 ; R$ 944,71 ; R$ 968,32 ;INIBIDOR AROMATASE - Câncer de mama;;
00081;18/06/2018;5%;10,00%;ANSENTRON 4 MG C/1 AMP 2ML;ONDANSETRONA, CLORIDRATO D;ACHÉ / BIOSSINTETICA;3004.90.69;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7896181903109;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 4,37 ; R$ -   ; R$ 4,40 ; R$ 4,41 ; R$ 4,49 ; R$ 4,42 ; R$ 4,16 ; R$ 4,19 ; R$ 4,20 ; R$ 4,27 ; R$ 47,15 ; R$ 56,81 ; R$ 57,15 ; R$ 57,50 ; R$ 58,94 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTIEMÉTICO - ANTAGONISTA SELETIVO RECEP 5HT3 - prevenção náuseas e vômitos ;;
00082;18/06/2018;5%;10,00%;ANSENTRON 8 MG C/1 AMP 4ML;ONDANSETRONA, CLORIDRATO D;ACHÉ / BIOSSINTETICA;3004.90.69;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7896181904403;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 5,74 ; R$ -   ; R$ 5,77 ; R$ 5,79 ; R$ 5,91 ; R$ 5,81 ; R$ 5,47 ; R$ 5,50 ; R$ 5,51 ; R$ 5,61 ; R$ 96,41 ; R$ 116,15 ; R$ 116,86 ; R$ 117,57 ; R$ 120,51 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTIEMÉTICO - ANTAGONISTA SELETIVO RECEP 5HT3 - prevenção náuseas e vômitos ;;
04179;11/06/2018;4%;Fábrica;APRESOLINA 25MG CX C/ 20 DRG BL AL/AL;HIDRALAZINA, CLORIDRATO DE;NOVARTIS;3004.90.69;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;COMPRADO PARA BP;7896261018181;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 5,05 ; R$ -   ; R$ 5,08 ; R$ 5,11 ; R$ 5,24 ; R$ -   ; R$ 5,05 ; R$ 5,08 ; R$ 5,11 ; R$ 5,24 ; R$ 4,19 ; R$ 5,05 ; R$ 5,08 ; R$ 5,11 ; R$ 5,24 ; R$ 5,79 ; R$ 6,98 ; R$ 7,02 ; R$ 7,06 ; R$ 7,24 ;É usada para tratar a pressão arterial elevada (hipertensão) e insuficiência cardíaca.;;
00765;31/07/2018;Fábrica;Fábrica;ARACYTIN 100 MG FR.AMP+DIL.5ML;CITARABINA;PFIZER;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;NACIONAL;SP;Temos apenas 1 caixa na matriz;7891268100402;;; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 10,41 ; R$ 12,54 ; R$ 12,61 ; R$ 12,69 ; R$ 13,01 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO. Tratamento de  leucemias (LMA, LLA LMC)  e Linfomas ;;
01579;31/07/2018;Fábrica;Fábrica;ARACYTIN CS 1 GR FR.AMP.10ML;CITARABINA;PFIZER;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;NACIONAL;SP;;7891268100419;2;2,47%; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 116,22 ; R$ 140,02 ; R$ 140,87 ; R$ 141,73 ; R$ 145,27 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO. Tratamento de  leucemias (LMA, LLA LMC)  e Linfomas ;;
02118;31/07/2018;Fábrica;Fábrica;ARACYTIN CS 20MG/ML SOL. INJ. C/ 5 FA x 5ML;CITARABINA;PFIZER;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;NACIONAL;SP;;7891268110746;2;2,47%; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 70,02 ; R$ 70,44 ; R$ 70,87 ; R$ 72,64 ; R$ 80,33 ; R$ 96,80 ; R$ 97,38 ; R$ 97,97 ; R$ 100,42 ;ANTINEOPLÁSICO. Tratamento de  leucemias (LMA, LLA LMC)  e Linfomas ;;
01586;31/07/2018;Fábrica;Fábrica;ARACYTIN CS 500 MG FR.AMP.25ML;CITARABINA;PFIZER;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;NACIONAL;SP;;7891268100433;2;2,47%; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 58,12 ; R$ 70,02 ; R$ 70,44 ; R$ 70,87 ; R$ 72,64 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO. Tratamento de  leucemias (LMA, LLA LMC)  e Linfomas ;;
04285;25/06/2018;4%;8%;ARANESP 500MCG/ML SOL INJ C/ SER PREENCH X 1ML + AGU - AMGEN;ALFADARBEPOETINA;AMGEM / BERGAMO;3002.10.39;NEGATIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7898609960381;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 2.589,86 ; R$ -   ; R$ 2.605,56 ; R$ 2.614,76 ; R$ 2.666,03 ; R$ 2.621,07 ; R$ 2.449,28 ; R$ 2.464,12 ; R$ 2.470,12 ; R$ 2.512,87 ; R$ 2.452,79 ; R$ 3.030,98 ; R$ 3.052,15 ; R$ 3.073,62 ; R$ 3.162,61 ; R$ 4.040,07 ; R$ 4.067,35 ; R$ 3.669,73 ; R$ 4.095,01 ; R$ 4.209,54 ;Antianêmico - Tratamento de anemia, anemia sintomática à insuficiência renal crônica e anemia sintomática em pacientes adultos com cânceres que não sejam da medula óssea.;;
01072;21/05/2018;4%;6,00%;ARIMIDEX 1 MG C/28 CPS;ANASTROZOL;ASTRAZENECA;3004.90.69;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;NO MOMENTO PODEMOS ATENDER BRASIL;7896206400866;2;2,47%; R$ 385,55 ; R$ 385,55 ; R$ 399,95 ; R$ 385,55 ; R$ 385,55 ; R$ 453,59 ; R$ 385,55 ; R$ 385,55 ; R$ 385,55 ; R$ 385,55 ; R$ 385,55 ; R$ 385,55 ; R$ 385,55 ; R$ 385,55 ; R$ 584,55 ; R$ 584,55 ; R$ 584,55 ; R$ 584,55 ; R$ 584,55 ; R$ 808,11 ; R$ 973,61 ; R$ 979,51 ; R$ 985,49 ; R$ 1.010,12 ;INIBIDOR AROMATASE - Câncer de mama;;
01628;30/05/2018;4%;7,00%;AROMASIN 25 MG C/30 CPS;EXEMESTANO;PFIZER;3004.39.94;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;;7891268100501;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 500,11 ; R$ -   ; R$ 503,14 ; R$ 504,92 ; R$ 514,82 ; R$ 485,05 ; R$ 456,69 ; R$ 459,46 ; R$ 460,57 ; R$ 468,55 ; R$ 623,35 ; R$ 751,02 ; R$ 755,57 ; R$ 760,18 ; R$ 779,18 ; R$ 861,74 ; R$ 1.038,24 ; R$ 1.044,53 ; R$ 1.050,90 ; R$ 1.077,17 ;INIBIDOR ESTEROIDAL DA AROMATASE - Indicado para o tratamento adjuvante (auxiliar) em mulheres pósmenopausadas com câncer de mama;;
04481;11/06/2018;4%;Fábrica;ARZERRA 20MG/ML SOL INJ C/ 3FA X 5ML;OFATUMUMABE;NOVARTIS;3002.10.39;NEGATIVA;REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;NÃO;NACIONAL;;SOMOS EXCLUSIVOS BRASIL;7896015526047;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 2.969,08 ; R$ -   ; R$ 2.989,82 ; R$ 3.010,85 ; R$ 3.098,02 ; R$ 2.969,08 ; R$ 2.969,08 ; R$ 2.989,82 ; R$ 3.010,85 ; R$ 3.098,02 ; R$ 2.402,70 ; R$ 2.969,08 ; R$ 2.989,82 ; R$ 3.010,85 ; R$ 3.098,02 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;LEUCEMIA;;
04480;11/06/2018;4%;Fábrica;ARZERRA 20MG/ML SOL INJ C/ FA X 50ML;OFATUMUMABE;NOVARTIS;3002.10.39;NEGATIVA;REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;NÃO;NACIONAL;;SOMOS EXCLUSIVOS BRASIL;7896015526054;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 9.896,94 ; R$ -   ; R$ 9.966,06 ; R$ 10.036,16 ; R$ 10.326,73 ; R$ 9.896,94 ; R$ 9.896,94 ; R$ 9.966,06 ; R$ 10.036,16 ; R$ 10.326,73 ; R$ 8.009,00 ; R$ 9.896,94 ; R$ 9.966,06 ; R$ 10.036,16 ; R$ 10.326,73 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;LEUCEMIA;;
01219;03/04/2018;TABELA;7,40%;ATRED 100 MG CX C/ 1 FR. AMP.;PEMETREXEDE DISSODICO;LIBBS;3004.90.68;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Não;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208193;2;2,47%; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 232,18 ; R$ 1.176,73 ; R$ 1.417,75 ; R$ 1.426,34 ; R$ 1.435,04 ; R$ 1.470,92 ; R$ 1.626,76 ; R$ 1.959,96 ; R$ 1.971,83 ; R$ 1.983,86 ; R$ 2.033,46 ;ANTINEOPLÁSICO - Mesotelioma pleural maligno, Cancro do Pulmão de não-pequenas células ;;
01220;03/04/2018;TABELA;7,40%;ATRED 500 MG CX C/ 1 FR. AMP.;PEMETREXEDE DISSODICO;LIBBS;3004.90.68;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Não;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208186;2;2,47%; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 1.150,07 ; R$ 5.883,70 ; R$ 7.088,80 ; R$ 7.131,76 ; R$ 7.175,25 ; R$ 7.354,63 ; R$ 8.133,88 ; R$ 9.799,85 ; R$ 9.859,24 ; R$ 9.919,36 ; R$ 10.167,34 ;ANTINEOPLÁSICO - Mesotelioma pleural maligno, Cancro do Pulmão de não-pequenas células ;;
00400;22/04/2018;4%;8,00%;AVALOX  400 MG  CX. C/ 1 BOLSA PLASTICA DE 250 ML (ANTIB.);MOXIFLOXACINO, CLORIDRATO DE;BAYER;3004.90.39;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;;7891106004329;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 122,23 ; R$ -   ; R$ 122,75 ; R$ 126,77 ; R$ 125,09 ; R$ 128,18 ; R$ 125,62 ; R$ 126,19 ; R$ 126,77 ; R$ 129,13 ; R$ -   ; R$ 176,00 ; R$ 177,07 ; R$ 178,15 ; R$ 182,60 ; R$ 201,95 ; R$ 243,31 ; R$ 244,79 ; R$ 246,28 ; R$ 252,43 ;ANTIBIÓTICO - QUINOLONA -          Trat. Pneumonia, infecções..;;
01404;22/04/2018;4%;7,00%;AVALOX 400MG CX. C/ 7 CP. REVEST. (ANTIB.);MOXIFLOXACINO, CLORIDRATO DE;BAYER;3004.90.39;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;;7891106003384;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 167,96 ; R$ -   ; R$ 168,76 ; R$ 169,57 ; R$ 172,88 ; R$ 170,75 ; R$ 167,02 ; R$ 167,78 ; R$ 168,55 ; R$ 171,68 ; R$ -   ; R$ 170,75 ; R$ 171,78 ; R$ 172,83 ; R$ 177,15 ; R$ 195,92 ; R$ 236,05 ; R$ 237,48 ; R$ 238,93 ; R$ 244,90 ;ANTIBIÓTICO - QUINOLONA -Tratamento Pneumonia, infecções..;;
00067;04/04/2018;**;**;AVASTIN 100 MG/4 ML - FR AMP. SOL.INJ.;BEVACIZUMABE;ROCHE;3002.15.20;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;NÃO PODEMOS DAR MAIS DESC DO QUE TEMOS (6%);7896226505015;3;2,09%; R$ 1.535,81 ; R$ 1.535,81 ; R$ 1.517,31 ; R$ 1.517,31 ; R$ 1.517,31 ; R$ 1.517,31 ; R$ 1.526,51 ; R$ 1.535,81 ; R$ 1.574,20 ; R$ 1.517,31 ; R$ 1.517,31 ; R$ 1.526,51 ; R$ 1.535,81 ; R$ 1.574,20 ; R$ 1.339,76 ; R$ 1.614,14 ; R$ 1.623,95 ; R$ 1.633,85 ; R$ 1.674,69 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTICORPO MONOCLONAL -  anti-VEGF humanizado- Câncer colorretal, mama, pulmão, células renais;;
00068;04/04/2018;**;**;AVASTIN 400 MG/16 ML - FR AMP. SOL.INJ.;BEVACIZUMABE;ROCHE;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;NÃO PODEMOS DAR MAIS DESC DO QUE TEMOS (6%);7896226505022;3;2,09%; R$ 5.946,51 ; R$ 5.946,51 ; R$ 5.874,86 ; R$ 5.874,86 ; R$ 5.874,86 ; R$ 5.874,86 ; R$ 5.910,47 ; R$ 5.946,51 ; R$ 6.095,17 ; R$ 5.874,86 ; R$ 5.874,86 ; R$ 5.910,47 ; R$ 5.946,51 ; R$ 6.095,17 ; R$ 5.187,38 ; R$ 6.249,86 ; R$ 6.287,74 ; R$ 6.326,08 ; R$ 6.484,23 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTICORPO MONOCLONAL -  anti-VEGF humanizado- Câncer colorretal, mama, pulmão, células renais;;
01115;25/06/2018;4%;Fábrica;AVONEX 30 MCG SOL. INJ. C/4 SP X 0,5 ML+AGULHAS+CAPA PROT.;BETAINTERFERONA;BIOGEN;3002.10.36;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Area atuação Mercado Privado BIOGEN - AM, CE, DF, ES, GO, MG, PR, RJ, SP;7898926573035;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 551,51 ; R$ -   ; R$ 551,51 ; R$ 551,51 ; R$ 551,51 ; R$ 551,51 ; R$ 551,51 ; R$ 551,51 ; R$ 551,51 ; R$ 5.259,46 ; R$ 4.408,21 ; R$ 5.311,10 ; R$ 5.343,29 ; R$ 5.375,87 ; R$ 5.510,27 ; R$ 7.342,28 ; R$ 7.386,78 ; R$ 7.386,78 ; R$ 7.431,82 ; R$ 7.617,63 ;INTERFERONA - tratamento formas recorrentes de esclerose múltipla ;;
03001;07/06/2018;4%;Fábrica;BARACLUDE 0,5MG C/30 CP;ENTECAVIR;BRISTOL;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;NACIONAL;;ATENDER TODO O BRASIL;7896016806308;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 898,80 ; R$ -   ; R$ 904,25 ; R$ 909,76 ; R$ 932,50 ; R$ 898,80 ; R$ 898,80 ; R$ 904,25 ; R$ 909,76 ; R$ 932,50 ; R$ 746,00 ; R$ 898,80 ; R$ 904,25 ; R$ 909,76 ; R$ 932,50 ; R$ 1.031,30 ; R$ 1.242,54 ; R$ 1.250,07 ; R$ 1.257,69 ; R$ 1.289,13 ;ANTIVIRAL -  Indicado para o tratamento de infecção crônica pelo vírus da hepatite B;;
01395;29/06/2018;4%;7,00%;BENLYSTA 120MG PÓ LIOF. INJ. FA. 5ML;BELIMUMABE;GLAXO - SIMONE;3004.90.99;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7896015523954;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 665,27 ; R$ -   ; R$ 669,30 ; R$ 672,20 ; R$ 686,51 ; R$ 672,80 ; R$ 655,25 ; R$ 659,22 ; R$ 661,24 ; R$ 673,53 ; R$ 534,46 ; R$ 656,15 ; R$ 660,58 ; R$ 665,06 ; R$ 683,63 ; R$ 882,14 ; R$ 887,95 ; R$ 821,88 ; R$ 893,81 ; R$ 918,10 ;ANTICORPO MONOCLONAL  IgG1λ humano-  Terapêutica adjuvante em doentes adultos com lúpus eritematoso sistémico;;
01394;29/06/2018;4%;7,00%;BENLYSTA 400MG PÓ LIOF. INJ. FA. 20ML;BELIMUMABE;GLAXO - SIMONE;3004.90.99;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7896015523961;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 2.217,58 ; R$ -   ; R$ 2.231,02 ; R$ 2.240,67 ; R$ 2.288,35 ; R$ 2.242,65 ; R$ 2.184,18 ; R$ 2.197,42 ; R$ 2.204,11 ; R$ 2.245,10 ; R$ 1.781,54 ; R$ 2.187,16 ; R$ 2.201,91 ; R$ 2.216,86 ; R$ 2.278,75 ; R$ 2.940,47 ; R$ 2.959,79 ; R$ 2.739,57 ; R$ 2.979,36 ; R$ 3.060,31 ;ANTICORPO MONOCLONAL  IgG1λ humano-  Terapêutica adjuvante em doentes adultos com lúpus eritematoso sistémico;;
04586;22/04/2018;4%;6,00%;BIOVIR 300 MG/150 MG C/ 60 CAPS. ;ZIDOVUDINA + LAMIVUDINA;GLAXO - FAVONE;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO;SIM;IMPORTADO;RJ;;7896269900402;3;2,09%; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ 726,58 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; ANTI RETROVIRAL -tratamento de infecções causadas por HIV;;
00092;18/06/2018;4%;8,00%;BONAR 15 U FR.AMP+1AMP DIL 5ML;BLEOMICINA, SULFATODE;ACHÉ / BIOSSINTETICA;3004.20.93;POSITIVA;;;SIM;CONVENIO 118;NÃO;NACIONAL;;;7896181900818;3;2,09%; R$ 210,38 ; R$ 210,38 ; R$ 218,24 ; R$ 210,38 ; R$ -   ; R$ 274,31 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 241,94 ; R$ 291,50 ; R$ 293,26 ; R$ 295,05 ; R$ 302,43 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; ANTINEOPLÁSICO CITOTÓXICO- Tratamento de carcinomas e linfomas como agente único ou em associação ;;
01689;22/04/2018;4%;8,00%;BONEFOS 60 MG C/5 AMP.DE 5ML;DISSODICO, CLODRONATO;BAYER;3004.90.58;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;SP;;7891106904148;2;2,47%; R$ 312,36 ; R$ 312,36 ; R$ 324,02 ; R$ 312,36 ; R$ -   ; R$ 322,02 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 410,53 ; R$ 494,61 ; R$ 497,61 ; R$ 500,64 ; R$ 513,16 ; R$ 567,52 ; R$ 683,77 ; R$ 687,92 ; R$ 692,11 ; R$ 709,41 ;DERIVADO BISFOSFONATO - Tratamento hipercalcemia devido doença maligna;;
